,find_condominio,find_iptu,find_m_quadrado,is_academia,is_apertamento,is_churrasqueira,is_elevador,is_mobiliado,is_piscina,is_portaria,is_salao_festa,is_varanda,n_banheiros,n_garagens,n_quartos,expensive,Bairro
31905,10.0,10.0,82.0,1,1,1,1,1,1,1,1,1,3,2,3,1,Encruzilhada
49850,0.0,0.0,61.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Pina
71893,800.0,0.0,95.0,0,1,0,0,0,0,0,1,0,3,2,3,1,Boa Viagem
18487,1200.0,0.0,107.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
53752,0.0,0.0,82.0,1,1,0,1,0,1,0,0,1,2,2,4,1,Encruzilhada
1288,1.0,1.0,47.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Boa Viagem
73858,200.0,400.0,95.0,0,1,0,0,0,0,0,0,0,1,2,3,0,Boa Viagem
50175,950.0,301.0,104.0,0,1,0,1,0,0,1,1,0,1,1,3,1,Parnamirim
16596,1.0,1.0,26.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Recife
9107,1.0,1.0,60.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Boa Viagem
41770,1171.0,179.0,95.0,0,1,0,0,0,0,0,0,1,2,1,3,1,Boa Viagem
43172,650.0,0.0,80.0,0,1,1,1,0,1,1,1,1,3,2,2,1,Boa Viagem
37891,1.0,1.0,80.0,0,1,1,1,0,1,1,1,0,3,1,3,1,Encruzilhada
15514,600.0,100.0,40.0,0,1,1,1,0,1,1,1,0,1,1,1,0,Casa Amarela
13771,0.0,0.0,55.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Santo Amaro
51901,1.0,1.0,40.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Dois Unidos
55352,1.0,1.0,32.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Jaqueira
47,600.0,154.0,56.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Torreão
26169,700.0,0.0,80.0,0,1,0,1,0,0,1,1,0,2,2,3,1,Casa Amarela
29708,650.0,283.0,82.0,0,1,1,1,0,1,0,1,1,3,2,3,1,Espinheiro
58764,645.0,156.0,35.0,0,1,0,0,0,0,0,0,1,1,1,1,1,Boa Viagem
24770,1215.0,206.0,70.0,1,1,0,1,0,1,0,1,0,2,1,2,0,Boa Viagem
67752,1.0,1.0,69.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Caxangá
34969,1.0,1.0,86.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Rosarinho
62533,0.0,261.0,147.0,0,1,1,0,0,0,0,1,0,1,2,3,1,Cordeiro
15222,655.0,1.0,80.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Casa Amarela
27043,700.0,0.0,80.0,0,1,0,1,1,1,1,1,1,2,1,3,1,Encruzilhada
10334,580.0,1.0,64.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
36184,750.0,321.0,96.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Boa Viagem
63757,650.0,226.0,145.0,0,1,0,1,0,0,1,0,1,3,1,3,1,Boa Viagem
35528,550.0,179.0,74.0,0,1,1,1,0,1,0,0,0,2,1,2,1,Boa Viagem
17780,0.0,0.0,87.0,0,1,0,0,0,0,0,0,0,1,1,3,0,Pina
27192,908.0,307.0,99.0,0,1,1,0,0,1,1,1,0,1,2,3,1,Boa Viagem
21394,-1.0,-1.0,108.0,0,0,0,0,0,0,0,0,0,2,0,2,0,Afogados
59076,1.0,1.0,50.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Tamarineira
16767,1.0,1.0,61.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Zumbi
5767,0.0,0.0,44.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
70187,-1.0,-1.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Vista
73071,1300.0,332.0,98.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Boa Viagem
18834,1.0,1.0,49.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Sancho
48765,882.0,370.0,96.0,0,1,0,0,0,1,0,1,1,3,2,3,1,Rosarinho
43598,520.0,145.0,60.0,0,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
72574,1.0,1.0,53.0,0,1,1,1,0,1,1,1,1,1,1,2,1,Graças
47001,0.0,0.0,32.0,1,1,0,0,1,1,0,1,0,1,1,1,0,Soledade
71052,0.0,0.0,135.0,0,1,0,1,0,0,1,0,0,3,1,3,1,Boa Viagem
2911,500.0,150.0,59.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Parnamirim
57742,220.0,220.0,46.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Várzea
44945,0.0,0.0,92.0,0,1,0,1,0,1,0,0,0,2,2,3,1,Tamarineira
71631,0.0,0.0,51.0,0,1,0,1,1,0,0,1,1,1,1,2,0,Zumbi
59787,730.0,176.0,75.0,1,1,0,1,0,0,1,0,0,1,2,3,1,Encruzilhada
37614,1.0,1.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
60345,0.0,0.0,70.0,1,1,1,1,1,1,1,1,1,2,2,3,1,Encruzilhada
22962,0.0,0.0,73.0,1,1,0,0,0,1,0,0,0,1,1,3,1,Campo Grande
65835,750.0,185.0,78.0,0,1,0,1,0,0,1,1,1,2,1,3,1,Boa Viagem
53666,0.0,0.0,32.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
25465,800.0,323.0,84.0,0,1,0,1,0,1,1,1,0,2,2,3,1,Pina
10901,600.0,145.0,90.0,0,1,1,0,0,0,1,0,0,1,1,3,0,Boa Viagem
15123,500.0,158.0,47.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
58695,1250.0,400.0,131.0,0,1,1,1,0,1,0,1,0,1,2,4,1,Aflitos
34019,600.0,100.0,56.0,1,1,0,1,0,1,1,0,1,1,1,2,1,Caxangá
19075,1350.0,1.0,120.0,0,1,1,1,0,0,1,1,0,1,2,3,1,Graças
423,0.0,0.0,58.0,1,1,0,1,0,1,1,1,0,1,1,2,0,Casa Amarela
24549,0.0,0.0,50.0,1,1,0,1,0,1,1,1,0,1,1,1,1,Boa Viagem
35838,1.0,1.0,60.0,1,1,1,1,0,1,0,1,0,2,1,3,1,Encruzilhada
33125,400.0,200.0,36.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Boa Viagem
1739,0.0,0.0,97.0,0,1,0,1,0,0,0,0,0,1,2,3,1,Boa Viagem
57477,1171.0,179.0,95.0,1,1,1,1,1,1,1,1,1,2,1,3,1,Boa Viagem
33475,941.0,197.0,81.0,0,1,0,1,0,1,1,1,1,1,2,3,1,Boa Viagem
44376,1.0,1.0,42.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
55571,1.0,1.0,44.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Boa Viagem
855,1100.0,450.0,104.0,0,1,1,1,0,1,1,1,1,3,2,3,1,Boa Viagem
18558,1.0,1.0,58.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Casa Amarela
67824,1110.0,412.0,130.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Aflitos
40461,1.0,1.0,24.0,1,1,0,0,0,1,1,1,0,1,1,1,0,Boa Viagem
26746,0.0,0.0,50.0,1,1,0,1,0,1,1,1,0,2,1,2,0,Tejipió
4335,0.0,0.0,36.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
5326,1.0,1.0,52.0,0,1,1,1,0,1,1,1,0,2,1,2,0,Iputinga
75411,1100.0,0.0,127.0,0,1,1,1,0,1,0,1,0,4,2,3,1,Boa Viagem
48932,750.0,0.0,70.0,0,1,0,1,0,0,0,0,0,1,1,2,0,Boa Viagem
58891,1.0,1.0,59.0,0,1,1,1,0,1,1,1,1,3,1,3,1,Boa Viagem
39303,520.0,145.0,60.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
19669,1.0,1.0,34.0,0,1,1,1,0,1,1,1,1,1,1,1,0,Boa Vista
57280,660.0,237.0,54.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Pina
56464,800.0,353.0,90.0,1,1,0,1,0,1,0,1,0,2,2,3,1,Madalena
21498,570.0,270.0,85.0,1,1,1,1,0,1,0,1,1,1,2,3,1,Madalena
69939,0.0,0.0,51.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
55897,500.0,0.0,57.0,1,1,0,1,0,1,0,0,1,2,1,3,1,Boa Viagem
2490,0.0,0.0,44.0,1,1,1,1,0,1,1,1,0,1,1,1,1,Boa Viagem
69380,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
42631,720.0,0.0,89.0,0,1,1,1,0,1,0,1,1,2,2,3,1,Rosarinho
31287,0.0,0.0,37.0,1,1,1,1,0,1,1,0,0,1,1,1,0,Boa Viagem
6663,919.0,140.0,47.0,1,1,0,1,1,1,0,1,1,1,1,2,1,Boa Viagem
26922,0.0,0.0,99.0,1,1,1,1,0,1,1,1,1,1,2,2,1,Boa Viagem
67287,616.0,0.0,60.0,1,1,1,1,0,1,1,1,1,3,1,3,1,Espinheiro
965,1.0,1.0,55.0,1,1,0,1,0,1,1,1,0,2,1,2,0,Jardim São Paulo
20833,0.0,0.0,61.0,1,1,1,1,0,1,0,1,1,1,1,3,1,Cordeiro
3780,0.0,0.0,64.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Encruzilhada
31233,420.0,0.0,85.0,0,1,0,1,0,0,0,0,0,3,1,3,0,Recife
21809,700.0,100.0,80.0,0,1,1,1,0,1,0,1,1,2,1,3,1,Aflitos
37873,1.0,1.0,35.0,1,1,1,1,0,1,1,1,0,1,1,1,1,Pina
33401,1.0,1.0,28.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
26431,1.0,1.0,42.0,1,1,1,1,0,1,1,0,0,1,1,2,1,Imbiribeira
34483,1.0,1.0,30.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Casa Forte
68086,0.0,0.0,123.0,0,1,0,0,0,0,0,0,0,1,1,3,0,Madalena
48630,0.0,0.0,55.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
15746,943.0,322.0,123.0,0,1,0,1,0,0,1,1,1,1,2,3,1,Boa Viagem
27982,680.0,202.0,58.0,0,1,0,0,0,1,1,1,0,1,1,3,1,Ilha do Retiro
5867,600.0,124.0,35.0,1,1,0,1,0,1,1,1,1,1,1,1,0,Boa Viagem
14767,0.0,0.0,36.0,0,1,0,1,0,0,0,0,0,1,1,1,1,Pina
16326,1.0,1.0,75.0,0,1,0,1,0,0,1,0,0,2,1,3,0,Campo Grande
72687,290.0,0.0,37.0,0,1,0,1,0,0,0,0,0,1,1,1,0,Madalena
73509,0.0,0.0,46.0,0,1,0,1,0,1,0,0,0,1,1,2,1,Madalena
24894,1.0,1.0,50.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Tamarineira
64637,1.0,1.0,55.0,1,1,1,1,0,1,0,1,1,2,1,2,1,Santo Amaro
25889,450.0,116.0,60.0,0,1,0,1,0,1,0,1,0,1,1,2,0,Iputinga
69469,760.0,0.0,80.0,0,1,0,1,0,0,0,0,0,3,1,2,1,Madalena
58166,944.0,161.0,50.0,0,1,0,0,0,0,0,0,0,2,1,1,1,Pina
22269,0.0,0.0,82.0,0,1,0,1,0,1,1,1,1,3,1,3,0,Boa Viagem
50858,1.0,1.0,40.0,0,1,1,0,0,1,1,1,0,1,1,2,0,Tamarineira
47776,1.0,1.0,72.0,1,1,0,1,0,1,0,1,0,1,1,3,1,Encruzilhada
59948,1350.0,295.0,120.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Graças
36799,460.0,0.0,28.0,0,1,1,1,1,1,0,1,0,1,1,1,0,Boa Viagem
5755,400.0,159.0,65.0,1,1,0,0,0,1,1,1,0,2,1,3,1,Boa Viagem
23455,0.0,0.0,51.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
24445,0.0,0.0,85.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Encruzilhada
49263,1.0,1.0,24.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
28983,1500.0,225.0,120.0,0,1,0,1,0,0,0,1,1,1,1,3,1,Casa Forte
30839,0.0,0.0,30.0,1,1,0,1,0,1,0,1,1,1,1,1,1,Boa Viagem
41950,700.0,0.0,67.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Casa Forte
57592,750.0,0.0,75.0,0,1,1,1,0,1,1,1,0,2,1,2,1,Boa Viagem
9260,10.0,10.0,30.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Casa Forte
19015,0.0,0.0,60.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Madalena
46137,5.0,7.0,56.0,1,1,1,1,0,1,1,1,0,2,1,3,1,Casa Amarela
13339,1.0,10.0,53.0,1,1,1,0,0,1,0,0,0,1,1,2,0,Caxangá
54761,525.0,115.0,66.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Madalena
24604,0.0,0.0,87.0,1,1,0,1,0,1,0,1,0,3,2,3,1,Boa Viagem
18238,850.0,350.0,87.0,1,1,1,1,0,0,0,1,0,3,2,3,1,Boa Viagem
47352,450.0,1.0,50.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Boa Viagem
73064,1100.0,500.0,130.0,0,1,0,1,0,0,1,1,1,4,2,3,1,Recife
39360,0.0,0.0,52.0,0,1,1,0,1,1,0,0,0,1,1,2,1,Boa Viagem
69250,526.0,320.0,83.0,1,1,0,1,0,1,1,1,0,3,2,3,1,Boa Viagem
71166,0.0,0.0,48.0,1,1,0,1,0,1,0,1,0,1,1,2,1,Boa Viagem
23613,2.0,2.0,44.0,1,1,1,1,0,1,1,1,1,2,0,2,1,Boa Viagem
42340,1.0,1.0,85.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Rosarinho
39266,465.0,250.0,82.0,1,1,0,1,0,1,0,1,0,2,2,3,1,Boa Viagem
67630,1200.0,356.0,152.0,1,1,0,1,0,0,0,1,0,2,2,3,1,Espinheiro
69377,360.0,157.0,57.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Santo Amaro
32138,919.0,147.0,42.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
53970,700.0,300.0,87.0,1,1,1,1,1,1,1,1,1,2,2,3,1,Madalena
20611,90.0,135.0,100.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Prado
21103,0.0,0.0,74.0,1,1,0,1,0,1,0,1,0,2,1,3,1,Casa Amarela
54275,770.0,363.0,87.0,0,1,0,0,0,0,0,0,1,1,2,3,1,Madalena
55229,300.0,137.0,44.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Torre
58464,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
19556,1.0,1.0,62.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Recife
35737,2.0,2.0,47.0,1,1,0,1,0,1,1,1,1,2,1,2,1,Boa Viagem
30609,0.0,0.0,94.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Encruzilhada
8035,0.0,0.0,50.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Pina
16241,1.0,1.0,65.0,0,1,0,1,0,1,1,0,1,3,1,3,1,Boa Viagem
67510,0.0,0.0,72.0,1,1,0,0,0,0,1,1,0,1,1,2,1,Pina
45985,1.0,1.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
72381,1.0,1.0,57.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Santo Amaro
46986,1.0,1.0,44.0,1,1,1,1,0,0,1,1,0,1,1,2,0,Imbiribeira
59710,0.0,0.0,51.0,1,1,0,0,0,1,0,1,0,2,1,2,0,Madalena
24614,1.0,1.0,46.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Várzea
38085,1.0,1.0,36.0,0,1,0,1,0,0,1,1,0,1,1,2,0,Dois Unidos
34923,1.0,1.0,48.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
5941,770.0,363.0,87.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Madalena
15425,0.0,0.0,34.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Boa Vista
14077,1.0,2.0,87.0,1,1,1,1,0,1,0,1,0,2,2,3,1,Madalena
32950,0.0,0.0,52.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Iputinga
12921,1.0,1.0,56.0,0,1,0,0,0,0,0,0,0,2,1,2,1,Caxangá
9827,450.0,200.0,63.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Imbiribeira
63629,1.0,1.0,36.0,1,1,1,1,0,0,1,1,0,1,1,2,0,Dois Unidos
60153,500.0,150.0,47.0,0,1,0,0,0,0,1,0,0,1,1,2,1,Boa Viagem
64128,1200.0,280.0,104.0,0,1,1,0,0,1,1,1,1,1,2,3,1,Boa Viagem
36749,1200.0,341.0,112.0,0,1,0,0,0,0,0,0,0,3,1,3,1,Boa Viagem
2150,1150.0,279.0,86.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
32882,0.0,0.0,88.0,0,1,0,1,0,1,1,1,0,3,2,3,1,Boa Viagem
66625,0.0,0.0,65.0,0,1,0,0,0,0,0,0,0,2,0,3,1,Boa Vista
28110,11.0,20.0,89.0,1,1,0,1,0,1,1,1,1,1,2,3,1,Rosarinho
11639,1.0,1.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
40978,830.0,100.0,89.0,1,1,1,1,0,1,0,1,1,2,1,3,1,Casa Amarela
54690,0.0,0.0,42.0,0,1,0,1,1,1,1,1,0,1,1,1,0,Boa Viagem
38745,0.0,0.0,32.0,0,1,0,1,0,1,0,0,0,1,1,1,0,Encruzilhada
72659,500.0,200.0,57.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
58548,944.0,162.0,50.0,0,1,1,0,0,1,0,1,0,1,1,1,1,Pina
63052,1.0,1.0,43.0,0,1,0,1,1,1,1,1,0,1,1,1,0,Boa Viagem
10127,1.0,1.0,46.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
32623,1.0,1.0,57.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
14981,720.0,142.0,72.0,0,1,1,1,0,1,0,1,1,3,1,3,1,Tamarineira
64986,680.0,106.0,70.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
41724,1.0,1.0,53.0,0,1,0,0,0,0,0,0,0,2,1,2,1,Caxangá
16453,1.0,1.0,56.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Rosarinho
41087,1000.0,386.0,114.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Espinheiro
6211,1027.0,169.0,50.0,0,1,0,1,0,1,0,0,0,2,2,2,0,Santana
3368,0.0,0.0,81.0,1,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
49913,150.0,86.0,72.0,0,1,0,0,0,0,1,0,1,2,1,3,0,Ilha do Retiro
16646,1780.0,323.0,71.0,1,1,0,0,0,1,1,0,0,3,1,2,0,Boa Viagem
74057,0.0,0.0,56.0,0,1,0,0,0,0,0,0,0,2,1,2,1,Madalena
4363,0.0,0.0,35.0,1,1,1,0,0,1,0,1,0,1,1,1,1,Casa Forte
49136,1.0,1.0,52.0,1,1,0,1,0,1,1,1,1,1,1,2,1,Boa Viagem
54101,1.0,1.0,59.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Boa Viagem
1587,1.0,1.0,65.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Boa Viagem
26432,1.0,1.0,68.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Cordeiro
34818,1.0,1.0,57.0,0,1,0,0,0,1,0,1,0,2,1,3,0,Encruzilhada
10588,1.0,1.0,49.0,1,1,1,1,0,1,1,1,1,2,1,2,0,Sancho
57385,1.0,1.0,45.0,1,1,1,1,0,0,1,1,0,1,1,2,0,Tejipió
8039,0.0,0.0,45.0,1,1,1,1,0,1,0,1,1,2,1,2,0,Torre
6768,10.0,10.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
2496,11.0,11.0,71.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Várzea
11328,700.0,300.0,70.0,0,1,1,1,0,1,0,0,1,2,1,3,1,Casa Amarela
54131,350.0,0.0,53.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
44265,0.0,0.0,63.0,1,1,1,1,0,1,1,0,0,1,1,3,1,Imbiribeira
59369,950.0,0.0,100.0,0,1,0,1,0,1,1,1,0,3,1,3,1,Boa Viagem
7311,1.0,1.0,130.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Aflitos
62542,650.0,1.0,51.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Tamarineira
71083,770.0,363.0,87.0,1,1,0,1,0,1,1,1,1,1,2,3,1,Madalena
20752,1.0,1.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
18872,0.0,0.0,50.0,0,1,0,0,0,0,1,0,0,1,1,2,0,Várzea
47505,690.0,149.0,60.0,0,1,0,0,0,0,0,0,0,2,1,2,1,Boa Viagem
67538,0.0,0.0,43.0,1,1,1,1,0,1,1,0,0,1,1,2,0,Torre
40524,1.0,1.0,46.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Várzea
50870,900.0,320.0,136.0,1,1,0,1,0,1,1,1,1,2,2,3,1,Espinheiro
34623,0.0,0.0,25.0,1,1,0,1,0,1,1,0,0,1,1,1,0,Boa Vista
58374,595.0,135.0,80.0,0,1,0,1,0,0,1,1,0,3,1,3,0,Boa Viagem
33680,680.0,202.0,59.0,1,1,0,1,0,1,1,1,1,1,1,3,1,Ilha do Retiro
71601,0.0,0.0,53.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Pina
31161,470.0,135.0,50.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Boa Viagem
31735,0.0,0.0,97.0,0,0,0,0,0,0,0,0,0,3,2,3,1,Encruzilhada
52103,0.0,0.0,31.0,0,1,0,1,1,1,1,1,0,1,1,1,0,Graças
12466,1.0,1.0,46.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
16260,150.0,66.0,75.0,0,1,1,0,0,1,1,1,0,1,1,3,0,Boa Viagem
7493,0.0,0.0,57.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
25881,0.0,0.0,84.0,0,1,0,1,0,1,0,0,0,3,1,3,1,Pina
41060,1.0,1.0,84.0,1,1,0,1,0,1,1,1,0,3,2,3,1,Rosarinho
20025,0.0,0.0,44.0,1,1,0,1,0,1,1,1,1,1,1,2,0,Imbiribeira
2272,600.0,138.0,96.0,0,1,0,0,0,0,0,0,0,1,1,3,0,Boa Viagem
30366,1.0,1.0,52.0,1,1,0,0,0,0,1,1,0,2,1,2,1,Boa Viagem
3168,1.0,1.0,112.0,0,1,0,1,0,0,1,1,0,2,1,3,1,Boa Viagem
32710,0.0,0.0,105.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Parnamirim
43439,1050.0,367.0,98.0,0,1,0,0,1,0,0,1,0,3,2,3,1,Casa Amarela
71870,1.0,1.0,83.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Boa Viagem
64761,0.0,0.0,35.0,1,1,0,1,0,1,1,1,1,1,1,1,1,Boa Viagem
3576,1.0,1.0,40.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Boa Viagem
47204,1.0,1.0,63.0,1,1,0,1,0,1,1,0,0,1,1,3,1,Boa Viagem
32160,800.0,156.0,95.0,0,1,1,1,0,1,1,1,0,2,1,3,1,Boa Viagem
56053,4.0,4.0,33.0,1,1,1,1,0,1,1,1,0,1,1,1,1,São José
41036,1406.0,264.0,60.0,1,1,1,1,1,1,1,1,0,1,1,1,1,Boa Viagem
48283,1.0,1.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
59876,1.0,1.0,69.0,0,1,0,1,0,0,1,0,0,1,1,3,0,Boa Viagem
24486,510.0,0.0,68.0,0,1,1,1,0,1,0,0,0,1,1,3,1,Casa Amarela
41099,0.0,0.0,60.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Madalena
65212,1.0,1.0,90.0,1,1,1,1,0,0,1,1,1,3,2,3,1,Madalena
17403,0.0,0.0,61.0,1,1,1,1,0,1,1,0,1,2,1,3,1,Zumbi
4636,-1.0,-1.0,60.0,0,1,0,1,0,1,1,1,0,2,1,2,0,Boa Viagem
62205,1.0,1.0,60.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Boa Viagem
25925,400.0,100.0,67.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Casa Amarela
23739,350.0,125.0,45.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Caxangá
54083,550.0,100.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Boa Vista
72009,1090.0,267.0,150.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
42905,1.0,1.0,36.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
38234,0.0,0.0,65.0,1,1,0,1,0,1,0,1,1,1,0,3,1,Iputinga
9169,2.0,2.0,63.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Boa Viagem
75519,1.0,1.0,83.0,1,1,1,1,1,1,0,1,1,3,2,3,1,Pina
30213,0.0,0.0,27.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Imbiribeira
46649,165.0,86.0,71.0,0,1,0,0,0,0,0,0,0,2,2,3,0,Boa Viagem
32648,900.0,340.0,110.0,0,1,1,1,1,1,0,1,1,1,2,3,1,Boa Viagem
7748,1.0,1.0,34.0,0,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
44545,1.0,1.0,71.0,1,1,0,1,0,1,1,1,1,1,1,3,1,Várzea
32048,755.0,0.0,97.0,0,1,0,1,0,0,0,0,0,1,1,3,0,Graças
1086,0.0,0.0,67.0,0,1,0,1,0,1,0,0,0,1,1,3,1,Ilha do Retiro
25984,10.0,10.0,64.0,0,1,0,0,0,0,0,0,0,3,1,3,1,Tamarineira
46896,400.0,159.0,65.0,1,1,0,1,0,1,1,1,1,1,1,3,1,Boa Viagem
4746,930.0,231.0,91.0,0,1,0,0,0,0,0,0,1,1,1,4,1,Boa Viagem
12927,1.0,1.0,60.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Boa Viagem
74200,9.0,9.0,91.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Madalena
13557,1.0,1.0,24.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
55999,0.0,0.0,58.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Casa Amarela
28264,580.0,150.0,64.0,1,1,1,1,1,1,1,1,1,1,1,3,1,Caxangá
48315,0.0,0.0,124.0,0,1,0,1,0,1,1,1,0,1,3,3,1,Boa Viagem
23822,600.0,119.0,53.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Graças
56072,0.0,0.0,31.0,0,1,0,1,0,1,1,0,0,1,1,1,0,Casa Forte
41442,826.0,181.0,60.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
29552,300.0,100.0,24.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
27712,0.0,0.0,53.0,1,1,0,1,0,1,1,1,0,2,1,2,0,Imbiribeira
31948,1.0,1.0,64.0,1,1,0,1,0,1,1,1,0,2,1,3,1,Madalena
65652,506.0,1.0,62.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Cordeiro
