,find_condominio,find_iptu,find_m_quadrado,is_academia,is_apertamento,is_churrasqueira,is_elevador,is_mobiliado,is_piscina,is_portaria,is_salao_festa,is_varanda,n_banheiros,n_garagens,n_quartos,expensive,Bairro
46775,0.0,0.0,84.0,1,1,1,0,0,1,1,1,1,2,2,3,1,Rosarinho
27760,825.0,0.0,81.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Boa Viagem
70094,0.0,0.0,44.0,1,1,1,1,0,1,0,1,0,1,1,2,0,Imbiribeira
37400,810.0,318.0,102.0,0,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
31572,10.0,200.0,72.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
49695,1.0,1.0,32.0,0,1,0,1,0,1,0,0,0,1,1,1,0,Boa Viagem
30264,-1.0,0.0,99.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Boa Viagem
54161,500.0,120.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Zumbi
46967,0.0,0.0,65.0,1,1,1,1,0,1,0,1,0,2,2,3,1,Boa Viagem
4990,1.0,1.0,63.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Boa Viagem
1982,770.0,363.0,87.0,1,1,0,1,0,1,1,1,1,1,2,3,1,Madalena
925,900.0,165.0,140.0,0,1,0,1,0,0,1,0,0,3,2,3,0,Torre
35917,0.0,0.0,33.0,1,1,0,1,0,1,0,0,0,1,1,1,0,Boa Vista
6043,0.0,0.0,72.0,0,1,0,0,0,0,1,1,0,2,1,3,1,Pina
6960,536.0,116.0,113.0,0,1,0,0,0,0,0,0,0,1,0,3,0,Boa Vista
53152,700.0,250.0,61.0,0,1,1,1,0,1,1,1,0,2,1,3,1,Casa Amarela
72071,0.0,0.0,72.0,0,1,0,1,0,0,1,1,1,2,1,3,1,Boa Viagem
5653,1.0,1.0,46.0,1,1,1,0,0,1,1,1,1,1,1,2,0,Barro
9708,0.0,0.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
20014,300.0,100.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Casa Amarela
53679,1200.0,0.0,100.0,0,1,0,1,0,0,1,1,0,1,2,3,1,Aflitos
47749,950.0,0.0,112.0,0,1,1,1,0,0,1,1,0,3,2,3,1,Boa Viagem
3374,360.0,157.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Santo Amaro
31986,600.0,120.0,68.0,0,1,1,1,0,1,0,1,1,1,1,3,0,Cordeiro
65411,250.0,100.0,50.0,1,1,1,0,0,1,1,1,1,2,1,2,0,Várzea
59978,10.0,10.0,33.0,1,1,0,1,0,0,1,1,0,1,1,1,0,Casa Amarela
13594,1300.0,380.0,130.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Graças
70067,850.0,169.0,130.0,0,1,0,1,0,0,1,0,0,1,1,3,1,Recife
2114,1066.0,157.0,43.0,0,1,0,0,1,1,1,1,0,1,1,1,0,Boa Viagem
55083,1.0,1.0,45.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Madalena
34720,1.0,1.0,65.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Casa Amarela
57141,1000.0,327.0,90.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Madalena
15861,0.0,0.0,30.0,1,1,1,1,0,1,1,0,1,1,1,1,1,Boa Viagem
34135,1.0,1.0,30.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
67242,0.0,0.0,46.0,1,1,1,1,0,1,0,1,1,1,1,2,0,Várzea
22375,0.0,0.0,67.0,1,1,0,1,0,1,1,1,0,1,1,3,1,Imbiribeira
11469,0.0,0.0,32.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
27645,1.0,1.0,61.0,0,1,0,1,0,1,1,0,1,3,1,3,1,Boa Viagem
37763,300.0,100.0,35.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Casa Forte
17041,99.0,99.0,68.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Ilha do Retiro
35481,250.0,100.0,50.0,1,1,1,0,0,1,1,1,1,2,1,2,0,Várzea
48937,521.0,205.0,71.0,0,1,0,0,0,0,0,0,0,1,2,2,1,Boa Viagem
48774,600.0,290.0,80.0,1,1,0,1,1,1,1,1,0,3,2,3,1,Espinheiro
66538,360.0,157.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Santo Amaro
49670,0.0,0.0,25.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Vista
57283,1.0,1.0,28.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
57963,360.0,157.0,57.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Santo Amaro
26339,1060.0,285.0,86.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Boa Viagem
23420,1.0,1.0,60.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Jardim São Paulo
46997,0.0,0.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,1,Boa Viagem
49856,450.0,165.0,63.0,0,1,0,1,0,1,1,1,0,2,1,3,1,Prado
34044,564.0,145.0,57.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Casa Amarela
38004,1.0,1.0,90.0,1,1,0,1,0,1,1,1,0,2,2,3,1,Madalena
57679,-1.0,-1.0,45.0,0,1,0,1,1,1,1,1,0,1,1,1,0,Rosarinho
33027,1550.0,400.0,120.0,0,1,0,1,0,0,1,1,1,1,2,4,1,Graças
3924,506.0,237.0,62.0,0,1,0,0,0,1,0,0,1,2,1,2,1,Cordeiro
16672,0.0,0.0,100.0,1,1,0,0,0,1,1,1,0,2,2,3,1,Torre
15371,0.0,0.0,49.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Jardim São Paulo
3153,170.0,92.0,102.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Campo Grande
4774,1.0,1.0,29.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Vista
1503,380.0,0.0,48.0,1,1,1,1,0,1,0,1,0,1,1,2,0,Campo Grande
15015,380.0,120.0,56.0,0,1,0,1,0,0,0,1,0,1,1,2,0,Torre
33137,0.0,0.0,49.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Jardim São Paulo
67215,351.0,0.0,50.0,0,1,1,1,1,1,0,0,1,2,1,2,0,Madalena
42559,422.0,117.0,67.0,1,1,0,0,0,0,0,0,0,2,1,2,0,Torre
27349,0.0,0.0,42.0,1,1,1,1,0,0,1,1,0,1,1,2,0,Tamarineira
61415,1200.0,1.0,105.0,1,1,1,1,1,1,1,1,1,1,2,3,1,Boa Viagem
6250,1068.0,393.0,92.0,0,1,0,0,0,0,0,0,1,1,2,3,1,Casa Amarela
44772,857.0,258.0,93.0,0,1,0,0,0,0,0,0,0,1,2,3,1,Madalena
23263,540.0,144.0,34.0,0,1,0,0,1,0,0,0,1,1,1,1,0,Boa Viagem
51774,0.0,0.0,90.0,0,1,0,1,0,1,1,1,0,3,2,3,1,Boa Viagem
74781,495.0,92.0,30.0,0,1,0,0,0,1,0,1,0,1,1,1,0,Graças
75808,0.0,0.0,35.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
44911,1000.0,386.0,113.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Espinheiro
5445,770.0,300.0,88.0,1,1,0,1,0,1,1,1,0,1,2,3,1,Madalena
34477,1.0,1.0,66.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Tamarineira
61745,1.0,1.0,28.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Viagem
21051,250.0,0.0,82.0,0,1,0,0,1,0,0,0,0,3,1,4,0,Várzea
61333,1.0,1.0,61.0,1,1,1,1,0,1,1,1,0,2,1,3,1,Zumbi
25961,1.0,2.0,48.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Boa Viagem
19370,968.0,180.0,68.0,1,1,1,1,1,1,1,1,1,1,1,3,1,Boa Viagem
32494,600.0,1.0,55.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Várzea
5659,777.0,136.0,108.0,0,1,0,1,1,0,0,0,0,3,1,3,1,Boa Viagem
7175,0.0,0.0,62.0,1,1,0,0,0,1,0,1,0,2,1,3,1,Boa Viagem
23989,11.0,11.0,70.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Cordeiro
32869,0.0,0.0,60.0,0,1,1,1,0,1,1,1,0,1,2,2,1,Boa Viagem
20941,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Boa Vista
18984,0.0,0.0,53.0,1,1,1,0,0,1,0,1,0,2,1,2,0,Imbiribeira
33330,0.0,0.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
3175,1.0,1.0,48.0,1,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
73129,800.0,400.0,106.0,0,1,1,1,0,1,0,0,0,3,2,3,1,Encruzilhada
12057,0.0,0.0,105.0,0,1,0,0,0,1,1,1,0,2,2,3,1,Boa Viagem
31671,0.0,0.0,85.0,1,1,0,0,0,1,1,0,0,1,2,3,1,Rosarinho
46870,1.0,1.0,51.0,0,1,0,0,0,1,1,1,0,2,1,2,1,Madalena
25236,0.0,0.0,87.0,0,1,0,0,0,0,0,0,1,1,1,3,1,Boa Viagem
59535,755.0,330.0,89.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Madalena
40893,0.0,0.0,26.0,1,1,1,1,0,1,1,1,1,1,1,1,0,Rosarinho
36302,1140.0,380.0,109.0,0,1,0,1,0,1,0,1,1,3,2,3,1,Parnamirim
1560,1.0,1.0,52.0,1,1,0,1,0,1,1,1,0,2,1,2,1,Boa Viagem
1121,0.0,0.0,77.0,1,1,0,0,0,1,1,1,0,3,2,3,1,Boa Vista
34847,1.0,1.0,67.0,1,1,0,1,0,1,1,1,0,2,1,3,1,Casa Amarela
7022,800.0,198.0,100.0,0,1,0,1,0,1,1,1,1,2,1,3,1,Boa Viagem
9821,0.0,0.0,63.0,1,1,1,1,0,1,1,1,0,2,1,3,1,Imbiribeira
28528,0.0,0.0,108.0,0,1,1,1,0,1,1,1,1,2,2,3,1,Rosarinho
64766,600.0,1.0,73.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Campo Grande
54092,1.0,1.0,55.0,1,1,1,1,1,1,1,1,1,1,1,2,0,Santo Amaro
25874,590.0,99.0,35.0,0,1,0,1,1,1,1,1,0,1,1,1,0,Boa Viagem
63838,1000.0,0.0,140.0,0,1,0,1,0,0,1,1,0,2,1,3,1,Boa Viagem
32235,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
45672,0.0,0.0,73.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Encruzilhada
44878,600.0,140.0,55.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Torreão
37232,100.0,100.0,57.0,1,1,1,1,0,1,0,1,1,2,1,2,1,Boa Viagem
68250,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Cordeiro
39573,0.0,0.0,65.0,1,1,1,1,0,1,1,1,1,2,2,3,1,Boa Viagem
44822,500.0,500.0,29.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Boa Vista
36292,1.0,1.0,86.0,1,1,1,1,1,1,1,1,1,1,2,3,1,Boa Viagem
64708,1.0,1.0,44.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
8838,9.0,9.0,93.0,1,1,1,1,0,1,1,1,0,2,2,3,1,Madalena
31395,759.0,221.0,54.0,0,1,0,1,0,1,1,1,0,1,1,2,1,Boa Viagem
15465,0.0,0.0,81.0,1,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
45049,0.0,0.0,45.0,1,1,0,1,0,1,1,1,0,2,1,2,0,Boa Vista
24372,1.0,1.0,25.0,1,1,1,1,0,1,1,0,0,1,1,1,0,Boa Vista
48039,1450.0,420.0,131.0,1,1,0,0,0,1,1,1,1,1,3,4,1,Boa Viagem
65936,0.0,0.0,36.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
36965,0.0,0.0,72.0,0,1,0,1,0,0,1,1,1,2,1,3,1,Boa Viagem
37015,1.0,1.0,67.0,0,1,1,1,0,1,1,1,0,2,1,3,1,Rosarinho
8515,500.0,0.0,142.0,0,1,0,1,0,0,0,0,0,2,1,4,0,Soledade
63623,600.0,142.0,40.0,0,1,1,1,0,1,1,1,0,1,1,1,0,Casa Amarela
55684,1.0,1.0,46.0,1,1,0,1,0,1,1,1,0,1,1,2,0,Imbiribeira
67569,950.0,301.0,104.0,0,1,0,1,0,0,1,1,0,3,1,3,1,Parnamirim
4517,1090.0,268.0,150.0,0,1,1,1,0,1,1,1,1,1,1,3,1,Boa Viagem
49403,698.0,223.0,52.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Boa Viagem
22125,1.0,1.0,32.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Graças
45978,0.0,0.0,96.0,0,0,0,0,0,0,0,0,0,2,1,3,0,San Martin
4309,600.0,143.0,41.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Casa Amarela
19376,0.0,0.0,46.0,1,1,0,1,0,1,1,1,0,1,1,2,0,Imbiribeira
70404,594.0,0.0,64.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Caxangá
32571,1060.0,285.0,86.0,1,1,1,1,0,1,1,1,0,2,2,3,1,Boa Viagem
50104,0.0,0.0,69.0,0,1,1,1,1,1,1,1,0,2,1,3,1,Torre
38568,0.0,0.0,57.0,0,1,0,1,0,1,1,1,0,2,1,2,1,Casa Amarela
67131,1.0,1.0,55.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Torreão
18263,1.0,1.0,40.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Tamarineira
21288,1.0,1.0,84.0,1,1,1,1,0,1,1,1,1,3,2,3,1,Rosarinho
59858,800.0,0.0,85.0,0,1,0,1,0,0,0,0,0,1,1,3,0,Santo Amaro
2318,0.0,0.0,124.0,0,1,0,1,0,1,1,0,0,1,2,3,1,Boa Viagem
9940,0.0,0.0,50.0,0,1,0,1,0,1,0,1,1,1,1,2,1,Rosarinho
14009,0.0,0.0,10.0,0,1,0,1,0,1,0,1,0,2,1,2,1,Boa Viagem
40408,400.0,-1.0,45.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Boa Viagem
62640,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Madalena
22169,1.0,1.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Madalena
6917,1.0,1.0,33.0,1,1,0,1,0,1,1,1,0,1,1,1,0,Graças
47109,400.0,400.0,64.0,0,1,0,1,0,1,1,1,0,2,1,2,0,Boa Viagem
13276,1.0,1.0,104.0,0,1,1,0,0,1,1,1,0,1,2,3,1,Boa Viagem
5277,1284.0,0.0,98.0,0,1,0,1,0,1,1,1,1,1,2,3,1,Boa Viagem
26928,700.0,224.0,115.0,0,1,0,0,0,0,0,0,1,1,1,3,0,Boa Viagem
21518,360.0,0.0,58.0,1,1,1,1,0,1,1,1,0,2,1,2,0,Encruzilhada
47914,1.0,1.0,55.0,1,1,1,1,0,1,1,1,1,2,1,2,0,Boa Viagem
27969,0.0,0.0,73.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Encruzilhada
8469,1080.0,387.0,90.0,1,1,0,1,0,1,1,1,0,3,2,3,1,Madalena
42609,0.0,0.0,64.0,0,1,1,1,0,1,1,1,0,3,1,2,0,Boa Viagem
2495,1200.0,0.0,135.0,1,1,1,1,0,1,1,1,1,2,2,4,1,Rosarinho
15635,1.0,1.0,64.0,1,1,1,1,0,1,1,1,0,3,1,3,1,Encruzilhada
56681,0.0,0.0,78.0,0,1,0,0,0,0,0,0,0,2,2,2,0,Parnamirim
36448,350.0,122.0,47.0,0,1,0,0,0,0,0,0,1,1,2,3,1,Boa Viagem
61016,500.0,120.0,53.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Caxangá
46183,0.0,0.0,85.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Rosarinho
18789,1.0,1.0,85.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Rosarinho
20622,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
40164,441.0,106.0,38.0,0,1,0,1,0,1,0,0,0,1,1,1,0,Boa Viagem
59390,0.0,0.0,40.0,1,1,0,1,0,1,0,0,0,2,1,1,1,São José
35786,0.0,0.0,70.0,1,1,0,0,0,1,1,1,0,2,2,3,1,Encruzilhada
16392,700.0,151.0,87.0,0,1,0,1,0,0,0,0,0,2,1,2,0,Boa Viagem
41666,130.0,550.0,60.0,0,1,0,0,0,0,0,0,0,2,2,3,0,Boa Viagem
67005,870.0,160.0,65.0,0,1,0,1,0,1,0,0,0,2,1,2,1,Boa Viagem
17129,1.0,1.0,49.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Sancho
58059,1.0,1.0,71.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Várzea
25932,655.0,340.0,80.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Casa Amarela
55096,550.0,110.0,94.0,0,1,0,0,0,0,0,0,0,2,0,3,0,Encruzilhada
65192,600.0,161.0,56.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Torreão
66365,0.0,0.0,35.0,0,1,0,0,0,0,0,0,0,1,1,1,0,Casa Amarela
9554,600.0,220.0,59.0,0,1,1,1,0,1,0,1,1,1,1,3,1,Boa Viagem
45580,1.0,1.0,45.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
44604,895.0,322.0,86.0,1,1,0,1,0,1,1,1,1,1,2,3,1,Boa Viagem
46810,630.0,130.0,40.0,1,1,1,0,0,1,1,1,0,1,1,1,1,Boa Viagem
38033,1100.0,0.0,90.0,1,1,1,1,1,1,1,1,0,1,2,3,1,Poço
3858,530.0,157.0,65.0,1,1,0,1,0,1,0,1,1,3,1,3,1,Madalena
72236,1235.0,393.0,95.0,0,1,1,1,0,1,1,1,1,3,2,3,1,Boa Viagem
52876,1.0,1.0,90.0,0,1,0,1,0,0,0,0,0,1,1,2,0,Boa Viagem
9522,0.0,0.0,70.0,0,1,0,1,0,0,1,1,1,1,2,2,1,Boa Vista
36790,150.0,66.0,75.0,0,1,1,0,1,0,0,0,0,2,1,3,0,Boa Viagem
52339,0.0,0.0,36.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
74087,850.0,204.0,146.0,0,1,0,0,0,0,0,0,0,1,2,3,0,Coelhos
44848,800.0,0.0,93.0,0,1,0,1,0,1,1,1,1,3,2,3,1,Madalena
56265,606.0,118.0,51.0,0,1,0,1,0,1,0,1,0,1,1,2,1,Boa Viagem
1818,0.0,0.0,67.0,1,1,1,0,0,1,0,1,0,2,1,3,1,Tamarineira
36204,729.0,0.0,148.0,0,1,0,0,0,0,0,0,1,3,1,3,1,Boa Viagem
23300,1.0,1.0,46.0,1,1,0,1,0,1,1,1,0,1,1,2,0,Boa Viagem
27037,0.0,0.0,80.0,0,1,0,0,0,0,0,0,0,3,1,3,0,Boa Viagem
16942,750.0,300.0,103.0,1,1,0,0,0,1,0,1,0,1,2,3,1,Encruzilhada
70517,850.0,11.0,87.0,0,1,0,0,0,0,0,0,0,3,2,3,1,Espinheiro
3472,660.0,200.0,67.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Ilha do Retiro
3400,1.0,1.0,31.0,1,1,1,1,0,1,1,1,0,1,1,1,1,Boa Viagem
67057,655.0,202.0,93.0,0,1,1,1,0,1,0,0,0,1,1,3,1,Boa Viagem
13678,285.0,50.0,62.0,0,1,1,0,1,0,1,1,1,2,1,3,0,Iputinga
44650,1235.0,393.0,95.0,0,1,1,1,0,1,1,1,1,1,2,3,1,Boa Viagem
18942,700.0,340.0,101.0,1,1,1,1,0,1,1,1,0,3,2,3,1,Boa Viagem
7582,455.0,200.0,35.0,1,1,0,1,0,1,0,1,0,1,1,1,0,Pina
27198,960.0,409.0,84.0,1,1,0,1,0,1,1,1,0,2,2,3,1,Rosarinho
5125,500.0,1.0,68.0,1,1,1,1,0,1,1,1,0,1,1,3,1,Casa Amarela
69896,0.0,0.0,70.0,1,1,1,1,1,1,1,1,1,2,1,3,1,Cordeiro
30787,1.0,1.0,51.0,0,1,0,1,0,1,1,0,0,2,1,2,1,Tamarineira
26175,1.0,1.0,61.0,1,1,1,1,0,1,1,1,1,1,1,3,1,Cordeiro
32674,1.0,1.0,30.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
10116,1.0,1.0,57.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Santo Amaro
33560,1.0,1.0,45.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Imbiribeira
60807,645.0,156.0,35.0,0,1,0,0,0,0,0,0,0,1,1,1,1,Boa Viagem
51072,1550.0,463.0,131.0,1,1,1,1,0,1,1,1,0,2,2,4,1,Boa Viagem
49787,99.0,9.0,89.0,0,1,0,0,0,0,0,0,0,2,2,3,1,Boa Viagem
61282,680.0,0.0,71.0,0,1,0,1,0,1,1,1,0,3,1,3,1,Torre
37631,899.0,277.0,86.0,1,1,1,1,0,1,0,1,1,4,2,3,1,Boa Viagem
60556,822.0,291.0,125.0,0,1,0,1,0,0,1,0,0,1,1,2,1,Boa Viagem
7750,600.0,500.0,50.0,1,1,0,1,0,1,1,1,0,1,1,1,1,Boa Viagem
73145,1.0,1.0,67.0,1,1,1,1,0,1,1,1,0,2,1,3,1,Casa Amarela
21701,1.0,1.0,83.0,1,1,0,1,0,1,1,1,1,1,1,3,1,Pina
39604,0.0,80.0,96.0,0,0,0,0,0,0,0,0,0,2,1,2,0,Tamarineira
32477,400.0,159.0,65.0,0,1,0,0,0,0,0,0,0,1,1,3,1,Boa Viagem
65298,600.0,170.0,69.0,0,1,0,0,0,0,1,0,0,1,1,3,0,Boa Viagem
38235,1000.0,300.0,90.0,1,1,1,1,1,1,1,1,1,3,2,3,1,Madalena
54010,0.0,0.0,27.0,1,1,0,0,0,1,1,0,0,1,1,1,0,Boa Vista
24672,0.0,0.0,44.0,1,1,0,0,0,1,0,0,0,1,1,1,1,Boa Viagem
47182,0.0,0.0,84.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Rosarinho
14036,0.0,0.0,36.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Boa Viagem
39263,780.0,374.0,72.0,0,1,0,0,0,0,0,0,1,1,1,3,1,Boa Viagem
36306,750.0,100.0,80.0,0,1,1,1,0,0,0,1,0,1,2,3,0,Iputinga
17555,0.0,0.0,58.0,0,1,0,1,0,0,0,1,0,2,1,2,1,Graças
17145,600.0,100.0,120.0,0,1,0,0,0,0,0,0,0,1,2,3,0,Campo Grande
46528,1025.0,359.0,83.0,1,1,1,1,0,1,1,1,1,1,2,3,1,Casa Amarela
21077,0.0,0.0,89.0,0,1,0,0,0,0,0,0,0,2,1,3,0,Espinheiro
75543,3.0,3.0,47.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Boa Viagem
1168,0.0,0.0,25.0,0,1,1,1,0,1,0,0,1,1,1,1,0,Boa Viagem
44395,1.0,1.0,24.0,1,1,0,1,0,1,1,0,0,1,1,1,0,Boa Viagem
26264,1.0,1.0,46.0,1,1,0,1,0,1,1,1,0,1,1,2,0,Imbiribeira
46158,300.0,144.0,42.0,1,1,1,1,0,1,1,1,0,1,1,2,0,Torre
46252,943.0,322.0,123.0,0,1,0,1,0,0,1,1,1,2,2,3,1,Boa Viagem
4284,1.0,1.0,92.0,1,1,1,0,0,1,1,1,0,3,2,3,1,Recife
48078,1.0,1.0,150.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
69240,0.0,0.0,70.0,0,1,0,0,0,0,0,0,0,1,1,3,0,Boa Viagem
59957,950.0,175.0,89.0,1,1,1,1,0,1,1,0,1,1,1,3,1,Boa Viagem
55188,0.0,0.0,80.0,1,1,0,1,1,1,1,1,0,2,1,3,1,Boa Viagem
32376,511.0,50.0,37.0,1,1,0,1,0,1,1,1,0,1,1,1,1,Casa Forte
41616,820.0,-1.0,79.0,0,1,1,1,1,1,1,1,0,2,1,3,1,Boa Viagem
3118,651.0,1.0,106.0,0,1,1,1,0,0,0,0,0,1,1,3,1,Boa Viagem
74216,1.0,1.0,33.0,1,1,1,1,0,1,1,0,0,1,1,1,0,Casa Forte
73552,465.0,120.0,45.0,0,1,0,1,0,1,1,1,0,1,1,1,1,Boa Viagem
69491,514.0,50.0,65.0,0,1,0,1,0,0,0,0,0,2,1,2,0,Espinheiro
22719,729.0,234.0,147.0,0,1,0,1,0,0,0,1,0,1,1,3,1,Boa Viagem
33618,925.0,0.0,105.0,0,1,0,1,0,1,1,1,1,3,2,3,1,Boa Viagem
60660,0.0,0.0,44.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Imbiribeira
73724,550.0,123.0,76.0,0,1,0,0,0,0,0,0,0,2,1,2,0,Espinheiro
40658,0.0,0.0,62.0,1,1,1,1,0,1,1,1,1,2,1,3,1,Zumbi
69717,890.0,200.0,58.0,0,1,1,1,0,1,1,1,0,2,1,2,0,Apipucos
26233,615.0,203.0,69.0,1,1,1,1,0,1,1,1,1,1,1,2,1,Boa Viagem
13979,0.0,0.0,51.0,0,1,0,0,0,0,0,0,0,1,1,2,1,Tamarineira
72388,1.0,1.0,113.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Espinheiro
23609,730.0,149.0,57.0,0,1,1,0,0,1,1,1,0,1,1,2,0,Boa Viagem
71322,465.0,130.0,38.0,1,1,0,1,0,1,0,1,0,1,1,1,0,Parnamirim
67146,0.0,0.0,75.0,0,1,0,1,1,1,1,1,0,2,2,3,1,Boa Viagem
58256,500.0,1.0,50.0,1,1,1,1,0,1,1,1,0,1,1,2,1,Madalena
57164,0.0,0.0,46.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Várzea
49589,520.0,145.0,60.0,0,1,1,1,0,1,1,1,0,1,2,2,1,Boa Viagem
18026,450.0,1.0,73.0,0,1,0,1,0,0,1,0,0,2,1,3,1,Imbiribeira
33424,650.0,120.0,40.0,1,1,1,1,0,1,1,1,0,1,1,1,0,Madalena
2824,510.0,0.0,63.0,0,1,0,0,0,0,0,0,0,2,1,3,1,Boa Viagem
18095,1.0,1.0,86.0,0,1,0,1,0,1,1,1,1,3,2,3,1,Boa Viagem
28698,250.0,100.0,55.0,1,1,1,1,0,1,1,1,1,2,1,2,1,Várzea
70152,1.0,1.0,51.0,1,1,1,1,0,1,1,1,0,2,1,2,1,Tamarineira
20287,1247.0,0.0,115.0,0,1,0,0,0,0,0,0,0,3,1,3,1,Boa Viagem
2255,1.0,1.0,58.0,0,1,1,1,0,1,1,1,1,1,1,2,0,Madalena
2303,0.0,0.0,48.0,1,1,1,1,0,1,1,1,1,1,1,2,0,Madalena
44928,1.0,1.0,42.0,0,1,0,0,0,0,0,0,0,1,1,2,0,Torre
67628,895.0,322.0,86.0,1,1,1,1,0,1,1,1,0,1,2,3,1,Boa Viagem
2504,1.0,1.0,86.0,0,1,1,1,0,0,1,1,0,2,1,3,1,Graças
62417,585.0,136.0,71.0,0,1,0,0,0,0,0,0,1,1,1,3,0,Várzea
54643,470.0,190.0,55.0,0,1,1,1,0,1,1,1,0,1,1,2,0,Boa Viagem
31542,1.0,1.0,51.0,1,1,1,1,0,0,1,1,0,1,1,2,0,Madalena
61485,855.0,310.0,80.0,0,1,1,1,0,1,1,1,1,1,1,3,1,Encruzilhada
45143,1188.0,396.0,112.0,0,1,1,1,0,0,1,1,0,2,2,4,1,Poço
61944,930.0,230.0,91.0,0,1,0,0,0,0,0,0,0,1,1,4,1,Boa Viagem
